SK_ID_CURR,LIVE_REGION_NOT_WORK_REGION,REG_REGION_NOT_LIVE_REGION,NAME_HOUSING_TYPE,FLAG_DOCUMENT_2,NAME_CONTRACT_TYPE
167274,0,0,House / apartment,0,Cash loans
167278,0,0,House / apartment,0,Cash loans
167280,0,0,House / apartment,0,Revolving loans
167284,0,0,House / apartment,0,Cash loans
167285,0,0,House / apartment,0,Cash loans
167287,0,0,House / apartment,0,Cash loans
167289,0,0,With parents,0,Cash loans
167290,0,0,House / apartment,0,Cash loans
167293,0,0,House / apartment,0,Cash loans
167300,0,0,House / apartment,0,Cash loans
167304,0,0,House / apartment,0,Cash loans
167318,0,0,House / apartment,0,Cash loans
167319,0,0,House / apartment,0,Cash loans
167320,0,0,House / apartment,0,Cash loans
167339,0,0,House / apartment,0,Cash loans
167345,0,0,House / apartment,0,Cash loans
167346,0,0,House / apartment,0,Cash loans
167358,0,0,House / apartment,0,Cash loans
167362,0,0,House / apartment,0,Revolving loans
167367,0,0,House / apartment,0,Cash loans
167372,0,0,House / apartment,0,Cash loans
167373,0,0,House / apartment,0,Cash loans
167376,0,0,House / apartment,0,Cash loans
167379,0,0,House / apartment,0,Cash loans
167381,0,0,House / apartment,0,Cash loans
167383,0,0,House / apartment,0,Cash loans
167386,0,0,House / apartment,0,Cash loans
167396,0,0,House / apartment,0,Cash loans
167397,0,0,House / apartment,0,Cash loans
167398,0,0,House / apartment,0,Cash loans
167400,0,0,House / apartment,0,Cash loans
167403,0,0,House / apartment,0,Cash loans
167404,0,0,House / apartment,0,Cash loans
167413,0,0,House / apartment,0,Cash loans
167425,0,0,House / apartment,0,Cash loans
167439,0,0,House / apartment,0,Cash loans
167440,0,0,House / apartment,0,Cash loans
167441,0,0,House / apartment,0,Cash loans
167446,0,0,House / apartment,0,Cash loans
167448,0,0,House / apartment,0,Cash loans
167450,0,0,House / apartment,0,Cash loans
167453,0,0,House / apartment,0,Cash loans
167460,0,0,House / apartment,0,Cash loans
167461,0,0,House / apartment,0,Cash loans
167464,0,0,House / apartment,0,Cash loans
167470,0,0,House / apartment,0,Revolving loans
167476,0,0,Municipal apartment,0,Cash loans
167479,0,0,House / apartment,0,Cash loans
167481,0,0,House / apartment,0,Cash loans
167489,0,0,House / apartment,0,Cash loans
167490,0,0,House / apartment,0,Cash loans
167505,0,0,House / apartment,0,Cash loans
167506,0,0,House / apartment,0,Cash loans
167511,0,0,House / apartment,0,Cash loans
167512,0,0,House / apartment,0,Cash loans
167517,0,0,House / apartment,0,Cash loans
167520,0,0,House / apartment,0,Cash loans
167522,0,0,Rented apartment,0,Cash loans
167523,0,0,House / apartment,0,Cash loans
167524,0,0,House / apartment,0,Cash loans
167527,1,0,House / apartment,0,Cash loans
167528,0,0,House / apartment,0,Cash loans
167537,0,0,House / apartment,0,Cash loans
167538,0,0,House / apartment,0,Cash loans
167542,0,0,House / apartment,0,Cash loans
167543,0,0,House / apartment,0,Cash loans
167545,0,0,House / apartment,0,Cash loans
167546,0,0,House / apartment,0,Cash loans
167553,0,0,House / apartment,0,Cash loans
167559,1,0,House / apartment,0,Cash loans
167560,0,0,With parents,0,Cash loans
167561,0,0,House / apartment,0,Cash loans
167568,0,0,House / apartment,0,Cash loans
167574,0,0,House / apartment,0,Cash loans
167575,0,0,House / apartment,0,Cash loans
167577,0,0,House / apartment,0,Cash loans
167579,1,0,Municipal apartment,0,Revolving loans
167585,0,0,House / apartment,0,Cash loans
167588,1,0,House / apartment,0,Revolving loans
167599,0,0,House / apartment,0,Cash loans
167600,0,0,House / apartment,0,Cash loans
167607,0,0,House / apartment,0,Cash loans
167609,0,0,House / apartment,0,Cash loans
167613,0,0,House / apartment,0,Cash loans
167616,0,0,House / apartment,0,Cash loans
167619,0,0,House / apartment,0,Cash loans
167623,1,0,House / apartment,0,Revolving loans
167629,0,0,House / apartment,0,Cash loans
167630,0,0,House / apartment,0,Cash loans
167632,0,0,House / apartment,0,Cash loans
167634,0,0,House / apartment,0,Cash loans
167636,0,0,Municipal apartment,0,Cash loans
167639,0,0,House / apartment,0,Cash loans
167640,0,0,House / apartment,0,Cash loans
167644,0,0,With parents,0,Cash loans
167647,0,0,House / apartment,0,Cash loans
167653,0,0,House / apartment,0,Cash loans
167654,0,0,House / apartment,0,Cash loans
167655,0,0,House / apartment,0,Cash loans
167659,0,0,Rented apartment,0,Cash loans
167661,0,0,House / apartment,0,Cash loans
167663,0,0,Office apartment,0,Cash loans
167668,0,0,House / apartment,0,Cash loans
167669,0,0,House / apartment,0,Cash loans
167676,0,0,Municipal apartment,0,Cash loans
167677,0,0,House / apartment,0,Cash loans
167681,0,0,With parents,0,Cash loans
167682,0,0,Rented apartment,0,Cash loans
167686,0,0,Municipal apartment,0,Cash loans
167689,0,1,House / apartment,0,Cash loans
167690,0,0,House / apartment,0,Cash loans
167692,0,0,House / apartment,0,Cash loans
167699,0,0,House / apartment,0,Cash loans
167704,0,0,House / apartment,0,Cash loans
167707,0,0,House / apartment,0,Cash loans
167710,1,0,House / apartment,0,Cash loans
167711,0,0,House / apartment,0,Cash loans
167716,0,0,House / apartment,0,Cash loans
167718,0,0,House / apartment,0,Cash loans
167720,1,0,House / apartment,0,Cash loans
167722,0,0,House / apartment,0,Cash loans
167728,0,0,House / apartment,0,Cash loans
167729,0,0,House / apartment,0,Cash loans
167732,0,0,House / apartment,0,Cash loans
167733,0,0,House / apartment,0,Cash loans
167738,0,0,Municipal apartment,0,Cash loans
167741,0,0,House / apartment,0,Cash loans
167743,0,0,House / apartment,0,Cash loans
167745,0,0,House / apartment,0,Cash loans
167747,0,0,House / apartment,0,Cash loans
167748,0,0,House / apartment,0,Cash loans
167749,1,0,House / apartment,0,Cash loans
167758,0,0,House / apartment,0,Revolving loans
167761,0,0,House / apartment,0,Cash loans
167770,0,0,House / apartment,0,Cash loans
167773,0,0,House / apartment,0,Cash loans
167785,0,0,House / apartment,0,Cash loans
167786,0,0,House / apartment,0,Cash loans
167787,0,0,House / apartment,0,Cash loans
167790,0,0,House / apartment,0,Cash loans
167791,0,0,House / apartment,0,Cash loans
167793,0,0,House / apartment,0,Cash loans
167794,0,0,House / apartment,0,Cash loans
167795,0,0,Municipal apartment,0,Cash loans
167796,0,0,House / apartment,0,Cash loans
167797,0,0,House / apartment,0,Cash loans
167803,0,0,House / apartment,0,Revolving loans
167806,0,0,House / apartment,0,Cash loans
167813,0,0,House / apartment,0,Cash loans
167818,0,0,House / apartment,0,Cash loans
167819,0,0,House / apartment,0,Cash loans
167835,0,0,House / apartment,0,Cash loans
167837,0,0,House / apartment,0,Cash loans
167839,0,0,Office apartment,0,Cash loans
167852,0,0,House / apartment,0,Cash loans
167853,1,0,House / apartment,0,Cash loans
167857,0,0,House / apartment,0,Cash loans
167862,0,0,House / apartment,0,Cash loans
167863,0,0,Municipal apartment,0,Cash loans
167865,0,0,Municipal apartment,0,Revolving loans
167872,0,0,House / apartment,0,Cash loans
167877,0,0,House / apartment,0,Cash loans
167884,0,0,House / apartment,0,Cash loans
167885,0,0,House / apartment,0,Revolving loans
167887,0,0,House / apartment,0,Cash loans
167891,0,0,House / apartment,0,Cash loans
167892,0,0,House / apartment,0,Cash loans
167893,0,0,House / apartment,0,Cash loans
167909,0,0,House / apartment,0,Cash loans
167913,1,1,House / apartment,0,Cash loans
167918,0,1,House / apartment,0,Cash loans
167921,0,0,House / apartment,0,Cash loans
167925,0,0,House / apartment,0,Cash loans
167926,0,0,House / apartment,0,Cash loans
167930,0,0,House / apartment,0,Cash loans
167933,0,0,House / apartment,0,Cash loans
167935,0,0,Municipal apartment,0,Cash loans
167937,0,0,House / apartment,0,Cash loans
167938,0,0,House / apartment,0,Cash loans
167939,0,0,House / apartment,0,Cash loans
167942,0,0,With parents,0,Cash loans
167949,0,0,House / apartment,0,Cash loans
167951,0,0,With parents,0,Cash loans
167960,0,0,House / apartment,0,Cash loans
167961,0,0,House / apartment,0,Cash loans
167967,0,0,House / apartment,0,Cash loans
167971,0,0,House / apartment,0,Cash loans
167973,1,0,With parents,0,Cash loans
167975,1,0,House / apartment,0,Cash loans
167984,0,0,House / apartment,0,Cash loans
167990,0,0,House / apartment,0,Cash loans
167995,0,0,House / apartment,0,Cash loans
167999,0,0,House / apartment,0,Revolving loans
168002,0,0,House / apartment,0,Revolving loans
168003,0,0,Municipal apartment,0,Cash loans
168010,0,0,House / apartment,0,Cash loans
168015,0,0,House / apartment,0,Cash loans
168024,0,0,House / apartment,0,Cash loans
168025,0,0,House / apartment,0,Cash loans
168027,0,0,House / apartment,0,Cash loans
168030,0,0,House / apartment,0,Cash loans
168037,0,0,House / apartment,0,Cash loans
168040,0,0,House / apartment,0,Cash loans
168044,0,0,House / apartment,0,Cash loans
168057,0,0,House / apartment,0,Revolving loans
168063,0,0,House / apartment,0,Cash loans
168065,0,0,House / apartment,0,Cash loans
168066,0,0,House / apartment,0,Cash loans
168072,0,0,House / apartment,0,Cash loans
168074,0,0,House / apartment,0,Cash loans
168077,0,0,House / apartment,0,Cash loans
168087,0,0,House / apartment,0,Cash loans
168094,0,0,House / apartment,0,Cash loans
168106,0,0,House / apartment,0,Cash loans
168114,0,0,House / apartment,0,Cash loans
168116,0,0,House / apartment,0,Revolving loans
168118,0,0,House / apartment,0,Revolving loans
168121,0,0,House / apartment,0,Cash loans
168125,0,0,House / apartment,0,Cash loans
168126,0,0,House / apartment,0,Cash loans
168129,0,0,House / apartment,0,Cash loans
168130,0,0,House / apartment,0,Cash loans
168131,0,0,House / apartment,0,Cash loans
168137,0,0,House / apartment,0,Cash loans
168147,0,0,House / apartment,0,Cash loans
168152,0,0,House / apartment,0,Cash loans
168154,0,0,House / apartment,0,Cash loans
168157,0,0,House / apartment,0,Cash loans
168159,0,0,House / apartment,0,Revolving loans
168161,0,0,House / apartment,0,Cash loans
168176,0,0,House / apartment,0,Cash loans
168193,0,0,House / apartment,0,Cash loans
168207,0,0,House / apartment,0,Cash loans
168211,0,0,Rented apartment,0,Cash loans
168213,0,0,House / apartment,0,Cash loans
168216,0,0,House / apartment,0,Cash loans
168217,0,0,House / apartment,0,Cash loans
168219,0,0,House / apartment,0,Cash loans
168227,1,0,House / apartment,0,Cash loans
168231,0,0,House / apartment,0,Cash loans
168232,0,0,House / apartment,0,Cash loans
168235,0,0,House / apartment,0,Cash loans
168236,0,0,House / apartment,0,Cash loans
168238,0,0,House / apartment,0,Cash loans
168241,0,0,House / apartment,0,Cash loans
168248,0,0,House / apartment,0,Cash loans
168249,0,0,House / apartment,0,Cash loans
168250,0,0,House / apartment,0,Cash loans
168253,0,0,House / apartment,0,Cash loans
168259,0,0,House / apartment,0,Cash loans
168260,0,0,Rented apartment,0,Cash loans
168261,0,0,House / apartment,0,Revolving loans
168263,0,0,House / apartment,0,Cash loans
168264,0,0,House / apartment,0,Cash loans
168265,0,0,House / apartment,0,Cash loans
168269,0,0,House / apartment,0,Cash loans
168272,0,0,House / apartment,0,Cash loans
168273,0,0,House / apartment,0,Cash loans
168274,0,0,House / apartment,0,Cash loans
168281,0,0,With parents,0,Cash loans
168282,0,0,House / apartment,0,Cash loans
168283,0,0,House / apartment,0,Cash loans
168285,0,0,House / apartment,0,Cash loans
168286,0,0,With parents,0,Revolving loans
168289,0,0,House / apartment,0,Cash loans
168297,0,0,House / apartment,0,Cash loans
168300,0,0,House / apartment,0,Cash loans
168304,0,0,Co-op apartment,0,Cash loans
168310,0,0,With parents,0,Revolving loans
168312,0,0,House / apartment,0,Cash loans
168315,0,0,House / apartment,0,Cash loans
168316,0,0,House / apartment,0,Cash loans
168319,0,0,House / apartment,0,Cash loans
168332,0,0,House / apartment,0,Cash loans
168333,0,0,House / apartment,0,Cash loans
168340,0,0,House / apartment,0,Cash loans
168343,0,0,House / apartment,0,Cash loans
168350,0,0,House / apartment,0,Cash loans
168351,0,0,House / apartment,0,Cash loans
168358,0,1,House / apartment,0,Cash loans
168359,0,0,House / apartment,0,Cash loans
168362,0,0,House / apartment,0,Cash loans
168365,0,0,House / apartment,0,Revolving loans
168369,0,0,House / apartment,0,Cash loans
168370,0,0,House / apartment,0,Cash loans
168372,0,0,Rented apartment,0,Cash loans
168373,0,0,House / apartment,0,Cash loans
168377,0,0,House / apartment,0,Cash loans
168387,0,0,House / apartment,0,Cash loans
168389,0,0,House / apartment,0,Cash loans
168393,0,0,With parents,0,Cash loans
168394,0,0,House / apartment,0,Cash loans
168397,1,0,House / apartment,0,Cash loans
168400,0,0,House / apartment,0,Cash loans
168401,0,0,House / apartment,0,Cash loans
168408,0,0,House / apartment,0,Cash loans
168409,0,0,House / apartment,0,Cash loans
168410,1,0,House / apartment,0,Cash loans
168412,0,0,House / apartment,0,Cash loans
168413,0,0,House / apartment,0,Cash loans
168431,0,0,House / apartment,0,Revolving loans
168433,0,0,House / apartment,0,Cash loans
168447,0,0,House / apartment,0,Cash loans
168449,0,0,House / apartment,0,Cash loans
168450,0,0,House / apartment,0,Revolving loans
168452,0,0,House / apartment,0,Cash loans
168455,0,0,House / apartment,0,Cash loans
168457,0,0,House / apartment,0,Cash loans
168467,0,0,House / apartment,0,Revolving loans
168471,0,0,House / apartment,0,Cash loans
168473,0,0,House / apartment,0,Cash loans
168476,0,0,House / apartment,0,Revolving loans
168477,0,0,House / apartment,0,Cash loans
168478,0,0,House / apartment,0,Cash loans
168480,0,0,House / apartment,0,Revolving loans
168483,0,0,House / apartment,0,Revolving loans
168495,0,0,House / apartment,0,Cash loans
168499,0,0,House / apartment,0,Cash loans
168500,0,0,House / apartment,0,Cash loans
168514,0,0,House / apartment,0,Cash loans
168523,0,0,Municipal apartment,0,Cash loans
168527,0,0,House / apartment,0,Cash loans
168528,0,0,House / apartment,0,Cash loans
168529,0,0,House / apartment,0,Cash loans
168532,0,0,House / apartment,0,Cash loans
168535,0,0,House / apartment,0,Cash loans
168540,0,0,House / apartment,0,Cash loans
168543,0,0,House / apartment,0,Cash loans
168545,0,0,House / apartment,0,Cash loans
168559,0,0,House / apartment,0,Cash loans
168560,0,0,House / apartment,0,Cash loans
168561,0,0,House / apartment,0,Cash loans
168566,0,0,House / apartment,0,Cash loans
168568,0,0,House / apartment,0,Cash loans
168572,0,0,Municipal apartment,0,Revolving loans
168586,0,0,House / apartment,0,Revolving loans
168591,0,0,House / apartment,0,Cash loans
168595,0,0,With parents,0,Cash loans
168596,0,0,House / apartment,0,Revolving loans
168597,0,0,House / apartment,0,Cash loans
168598,0,0,Co-op apartment,0,Cash loans
168602,0,0,House / apartment,0,Cash loans
168606,1,0,House / apartment,0,Cash loans
168607,0,0,House / apartment,0,Cash loans
168611,0,0,House / apartment,0,Revolving loans
168619,0,0,House / apartment,0,Cash loans
168642,0,0,With parents,0,Cash loans
168643,0,0,House / apartment,0,Cash loans
168644,0,0,House / apartment,0,Revolving loans
168648,0,0,House / apartment,0,Revolving loans
168649,0,0,House / apartment,0,Cash loans
168657,0,0,House / apartment,0,Revolving loans
168660,0,0,House / apartment,0,Cash loans
168665,1,0,House / apartment,0,Cash loans
168673,0,0,House / apartment,0,Cash loans
168678,0,0,House / apartment,0,Cash loans
168681,0,0,House / apartment,0,Cash loans
168684,0,0,House / apartment,0,Cash loans
168685,0,0,House / apartment,0,Revolving loans
168686,0,0,House / apartment,0,Cash loans
168687,0,0,House / apartment,0,Cash loans
168689,1,0,House / apartment,0,Cash loans
168690,0,0,House / apartment,0,Cash loans
168692,0,0,House / apartment,0,Cash loans
168696,0,0,House / apartment,0,Cash loans
168702,0,0,House / apartment,0,Revolving loans
168704,0,0,House / apartment,0,Cash loans
168707,0,0,House / apartment,0,Cash loans
168712,0,0,House / apartment,0,Cash loans
168726,0,0,House / apartment,0,Cash loans
168728,0,0,House / apartment,0,Cash loans
168733,0,0,House / apartment,0,Cash loans
168734,0,0,House / apartment,0,Cash loans
168735,0,0,Municipal apartment,0,Revolving loans
168741,0,0,House / apartment,0,Cash loans
168749,0,0,House / apartment,0,Revolving loans
168757,0,0,House / apartment,0,Revolving loans
168759,0,0,House / apartment,0,Cash loans
168771,0,0,House / apartment,0,Cash loans
168776,0,0,House / apartment,0,Cash loans
168777,0,0,House / apartment,0,Cash loans
168783,0,0,House / apartment,0,Cash loans
168784,0,0,House / apartment,0,Cash loans
168795,0,0,House / apartment,0,Cash loans
168799,0,0,House / apartment,0,Cash loans
168807,0,0,House / apartment,0,Cash loans
168808,0,0,House / apartment,0,Cash loans
168812,0,0,House / apartment,0,Cash loans
168813,0,0,House / apartment,0,Cash loans
168816,0,1,House / apartment,0,Cash loans
168824,0,0,House / apartment,0,Cash loans
168825,0,0,House / apartment,0,Cash loans
168832,0,0,House / apartment,0,Cash loans
168833,0,0,House / apartment,0,Cash loans
168836,0,0,House / apartment,0,Cash loans
168837,0,0,House / apartment,0,Cash loans
168838,0,0,House / apartment,0,Cash loans
168843,0,0,Municipal apartment,0,Cash loans
168844,0,0,House / apartment,0,Cash loans
168846,0,0,House / apartment,0,Cash loans
168849,0,0,House / apartment,0,Cash loans
168853,0,0,House / apartment,0,Cash loans
168857,0,0,House / apartment,0,Cash loans
168859,0,0,House / apartment,0,Revolving loans
168865,0,0,Office apartment,0,Cash loans
168866,0,0,House / apartment,0,Cash loans
168874,0,0,House / apartment,0,Cash loans
168875,0,0,House / apartment,0,Cash loans
168881,0,0,House / apartment,0,Cash loans
168888,0,0,House / apartment,0,Revolving loans
168891,0,0,House / apartment,0,Cash loans
168893,0,0,House / apartment,0,Cash loans
168895,0,0,House / apartment,0,Cash loans
168896,0,0,House / apartment,0,Cash loans
168898,1,0,House / apartment,0,Cash loans
168901,0,0,House / apartment,0,Cash loans
168907,0,0,House / apartment,0,Cash loans
168908,0,0,House / apartment,0,Cash loans
168909,0,0,House / apartment,0,Cash loans
168911,0,0,With parents,0,Revolving loans
168912,0,0,House / apartment,0,Cash loans
168917,0,0,House / apartment,0,Cash loans
168919,0,0,House / apartment,0,Cash loans
168937,0,0,House / apartment,0,Cash loans
168942,0,0,House / apartment,0,Cash loans
168958,1,0,House / apartment,0,Cash loans
168963,0,0,House / apartment,0,Cash loans
168970,0,0,Municipal apartment,0,Revolving loans
168975,0,0,House / apartment,0,Cash loans
168976,0,0,House / apartment,0,Cash loans
168980,0,0,House / apartment,0,Cash loans
168987,0,0,House / apartment,0,Cash loans
168988,0,0,House / apartment,0,Cash loans
168989,0,0,House / apartment,0,Cash loans
168991,0,0,House / apartment,0,Cash loans
168992,0,0,House / apartment,0,Cash loans
169001,0,0,Municipal apartment,0,Cash loans
169002,0,0,House / apartment,0,Cash loans
169012,0,0,House / apartment,0,Cash loans
169013,0,0,House / apartment,0,Cash loans
169020,0,0,House / apartment,0,Cash loans
169022,0,0,House / apartment,0,Cash loans
169023,0,0,House / apartment,0,Cash loans
169025,0,0,House / apartment,0,Cash loans
169029,0,0,House / apartment,0,Cash loans
169031,0,1,Rented apartment,0,Cash loans
169034,0,0,With parents,0,Cash loans
169037,0,0,House / apartment,0,Cash loans
169039,0,0,House / apartment,0,Cash loans
169040,0,0,House / apartment,0,Cash loans
169041,0,0,House / apartment,0,Cash loans
169044,0,0,House / apartment,0,Cash loans
169047,0,0,House / apartment,0,Cash loans
169050,0,0,House / apartment,0,Cash loans
169054,0,0,House / apartment,0,Cash loans
169055,0,0,House / apartment,0,Cash loans
169063,0,0,House / apartment,0,Cash loans
169065,0,0,House / apartment,0,Cash loans
169067,0,0,House / apartment,0,Cash loans
169071,0,0,House / apartment,0,Cash loans
169077,0,0,House / apartment,0,Cash loans
169081,0,0,House / apartment,0,Cash loans
169083,0,0,House / apartment,0,Cash loans
169084,0,0,House / apartment,0,Cash loans
169085,0,0,House / apartment,0,Cash loans
169091,0,0,Municipal apartment,0,Cash loans
169100,0,0,House / apartment,0,Cash loans
169101,0,0,House / apartment,0,Cash loans
169102,0,0,House / apartment,0,Cash loans
169108,1,0,House / apartment,0,Cash loans
169113,0,0,House / apartment,0,Cash loans
169120,0,0,House / apartment,0,Cash loans
169127,0,0,House / apartment,0,Cash loans
169135,0,0,House / apartment,0,Cash loans
169141,0,0,With parents,0,Cash loans
169145,0,0,House / apartment,0,Cash loans
169146,0,0,House / apartment,0,Cash loans
169150,0,0,House / apartment,0,Cash loans
169151,0,0,House / apartment,0,Cash loans
169152,0,0,House / apartment,0,Cash loans
169154,0,0,House / apartment,0,Cash loans
169155,0,0,Co-op apartment,0,Cash loans
169157,0,0,House / apartment,0,Cash loans
169158,0,0,House / apartment,0,Cash loans
169163,0,0,With parents,0,Cash loans
169169,0,0,House / apartment,0,Cash loans
169170,0,0,House / apartment,0,Cash loans
169173,0,0,House / apartment,0,Cash loans
169176,0,0,House / apartment,0,Cash loans
169177,0,0,House / apartment,0,Cash loans
169181,0,0,With parents,0,Cash loans
169183,0,0,Rented apartment,0,Revolving loans
169186,0,0,Municipal apartment,0,Cash loans
169193,0,0,With parents,0,Cash loans
169198,0,0,House / apartment,0,Cash loans
169200,0,0,House / apartment,0,Cash loans
169205,0,0,House / apartment,0,Cash loans
169209,0,0,House / apartment,0,Cash loans
169211,0,0,House / apartment,0,Cash loans
169216,0,0,House / apartment,0,Cash loans
169242,0,0,Municipal apartment,0,Cash loans
169244,0,0,House / apartment,0,Cash loans
169246,0,0,House / apartment,0,Cash loans
169249,0,0,House / apartment,0,Cash loans
169250,0,0,House / apartment,0,Cash loans
169255,0,0,House / apartment,0,Revolving loans
169261,1,0,House / apartment,0,Cash loans
169262,1,1,House / apartment,0,Cash loans
169268,0,0,House / apartment,0,Cash loans
169270,0,0,House / apartment,0,Cash loans
169271,0,0,With parents,0,Revolving loans
169272,0,0,House / apartment,0,Revolving loans
169279,0,0,House / apartment,0,Cash loans
169281,0,0,House / apartment,0,Cash loans
169282,0,0,House / apartment,0,Cash loans
169283,0,0,House / apartment,0,Cash loans
169285,0,0,House / apartment,0,Cash loans
169290,0,0,House / apartment,0,Cash loans
169294,0,0,House / apartment,0,Cash loans
169296,0,0,House / apartment,0,Cash loans
169304,0,0,House / apartment,0,Cash loans
169308,0,0,House / apartment,0,Revolving loans
169309,0,0,House / apartment,0,Revolving loans
169315,0,0,House / apartment,0,Cash loans
169317,0,0,House / apartment,0,Cash loans
169318,0,0,House / apartment,0,Cash loans
169324,0,0,House / apartment,0,Revolving loans
169326,0,0,House / apartment,0,Cash loans
169327,0,0,House / apartment,0,Cash loans
169337,0,0,House / apartment,0,Cash loans
169338,0,0,House / apartment,0,Cash loans
169343,0,0,House / apartment,0,Cash loans
169349,0,0,House / apartment,0,Cash loans
169357,0,0,House / apartment,0,Cash loans
169358,0,0,With parents,0,Cash loans
169361,0,0,House / apartment,0,Cash loans
169366,0,0,House / apartment,0,Revolving loans
169368,0,0,House / apartment,0,Cash loans
169371,0,0,House / apartment,0,Cash loans
169375,0,0,House / apartment,0,Revolving loans
169390,0,0,House / apartment,0,Cash loans
169392,0,0,House / apartment,0,Cash loans
169393,0,0,House / apartment,0,Cash loans
169396,1,0,House / apartment,0,Cash loans
169400,0,0,House / apartment,0,Cash loans
169401,0,0,House / apartment,0,Cash loans
169403,0,0,House / apartment,0,Cash loans
169405,0,0,House / apartment,0,Cash loans
169415,0,1,House / apartment,0,Cash loans
169418,0,0,House / apartment,0,Revolving loans
169419,0,0,House / apartment,0,Cash loans
169424,0,0,House / apartment,0,Cash loans
169438,0,0,House / apartment,0,Cash loans
169439,0,0,House / apartment,0,Revolving loans
169441,0,1,Municipal apartment,0,Cash loans
169443,0,0,House / apartment,0,Cash loans
169446,0,0,House / apartment,0,Cash loans
169450,0,0,House / apartment,0,Cash loans
169462,0,0,House / apartment,0,Cash loans
169463,0,0,House / apartment,0,Cash loans
169476,0,0,House / apartment,0,Cash loans
169478,0,0,House / apartment,0,Cash loans
169482,0,0,House / apartment,0,Cash loans
169486,0,0,House / apartment,0,Revolving loans
169487,1,0,House / apartment,0,Cash loans
169489,0,0,House / apartment,0,Cash loans
169496,0,0,House / apartment,0,Revolving loans
169501,0,0,House / apartment,0,Revolving loans
169503,0,0,House / apartment,0,Cash loans
169507,0,0,House / apartment,0,Revolving loans
169516,0,0,House / apartment,0,Cash loans
169519,0,0,House / apartment,0,Cash loans
169520,0,0,House / apartment,0,Cash loans
169522,0,0,House / apartment,0,Revolving loans
169529,1,0,House / apartment,0,Cash loans
169531,0,0,House / apartment,0,Cash loans
169532,0,0,With parents,0,Cash loans
169543,0,0,House / apartment,0,Cash loans
169544,0,0,Office apartment,0,Cash loans
169547,0,0,House / apartment,0,Cash loans
169563,0,0,House / apartment,0,Revolving loans
169564,0,0,House / apartment,0,Cash loans
169566,0,0,Municipal apartment,0,Cash loans
169569,0,0,House / apartment,0,Cash loans
169570,0,0,House / apartment,0,Cash loans
169574,0,0,House / apartment,0,Cash loans
169575,0,0,House / apartment,0,Cash loans
169577,0,0,House / apartment,0,Cash loans
169582,0,0,House / apartment,0,Cash loans
169584,0,0,House / apartment,0,Cash loans
169585,0,0,House / apartment,0,Cash loans
169586,0,0,House / apartment,0,Cash loans
169588,0,0,House / apartment,0,Cash loans
169595,0,0,House / apartment,0,Cash loans
169599,0,0,Municipal apartment,0,Revolving loans
169607,0,0,House / apartment,0,Cash loans
169615,1,0,House / apartment,0,Cash loans
169618,0,0,House / apartment,0,Cash loans
169621,0,0,House / apartment,0,Cash loans
169622,0,0,House / apartment,0,Cash loans
169630,0,0,House / apartment,0,Cash loans
169631,0,0,House / apartment,0,Cash loans
169634,0,0,House / apartment,0,Cash loans
169635,0,0,House / apartment,0,Cash loans
169636,0,0,House / apartment,0,Cash loans
169638,0,0,House / apartment,0,Cash loans
169645,0,0,House / apartment,0,Cash loans
169647,0,0,House / apartment,0,Cash loans
169649,0,0,House / apartment,0,Cash loans
169653,0,0,House / apartment,0,Cash loans
169655,0,0,Municipal apartment,0,Cash loans
169664,0,0,House / apartment,0,Revolving loans
169681,0,0,House / apartment,0,Cash loans
169690,0,0,House / apartment,0,Cash loans
169692,0,0,House / apartment,0,Cash loans
169694,0,0,House / apartment,0,Cash loans
169696,0,0,House / apartment,0,Cash loans
169701,1,0,House / apartment,0,Cash loans
169707,0,0,House / apartment,0,Cash loans
169709,0,0,House / apartment,0,Cash loans
169711,0,0,House / apartment,0,Cash loans
169713,0,0,House / apartment,0,Revolving loans
169716,0,0,House / apartment,0,Cash loans
169723,0,0,House / apartment,0,Cash loans
169728,0,0,House / apartment,0,Cash loans
169731,0,0,House / apartment,0,Cash loans
169733,0,0,House / apartment,0,Cash loans
169734,0,0,House / apartment,0,Revolving loans
169737,0,0,House / apartment,0,Cash loans
169739,0,0,House / apartment,0,Cash loans
169742,0,0,House / apartment,0,Revolving loans
169743,0,0,House / apartment,0,Cash loans
169744,0,0,House / apartment,0,Cash loans
169747,0,0,With parents,0,Cash loans
169748,0,0,Rented apartment,0,Cash loans
169753,0,0,House / apartment,0,Cash loans
169756,0,0,House / apartment,0,Cash loans
169758,0,0,House / apartment,0,Revolving loans
169764,0,0,House / apartment,0,Cash loans
169766,1,0,House / apartment,0,Cash loans
169767,0,0,House / apartment,0,Cash loans
169768,0,0,House / apartment,0,Cash loans
169777,0,0,House / apartment,0,Cash loans
169782,0,0,House / apartment,0,Cash loans
169783,0,0,House / apartment,0,Cash loans
169784,0,0,House / apartment,0,Cash loans
169789,0,0,House / apartment,0,Cash loans
169790,0,0,House / apartment,0,Cash loans
169798,0,0,House / apartment,0,Revolving loans
169799,0,0,House / apartment,0,Cash loans
169801,0,0,House / apartment,0,Cash loans
169803,0,0,House / apartment,0,Cash loans
169805,0,0,House / apartment,0,Revolving loans
169808,0,0,House / apartment,0,Cash loans
169820,0,0,House / apartment,0,Cash loans
169821,0,0,House / apartment,0,Cash loans
169822,0,0,House / apartment,0,Cash loans
169829,0,0,House / apartment,0,Cash loans
